0,1,2,label
-1.0151555241479664,-1.4161182780401813,1.951098984742738,1
5.2080597664083115,4.172178778836329,2.880507272224301,2
0.5978431573049967,-0.4365108268685711,4.445444351178567,1
-2.0770182096404004,-1.567381077310692,3.1643506700011232,1
0.5089866645529373,0.17872396827285006,2.521768203325933,1
0.805499672051117,0.2620001380291923,4.903657850811136,1
8.609641494832609,1.2039181014038298,7.086989446109052,0
4.8022747236130146,1.9736428850485157,1.3965752543745968,2
10.390104787779945,1.244576717193889,9.091113844951922,0
8.78154953595466,1.069369805468017,5.649620155874382,0
9.234228220938885,0.4450833489393703,9.370044321411532,0
8.4198814469917,2.7999402148951695,6.5450929976843355,0
9.578787806901964,0.9211254707823721,8.316319023865015,0
0.7885043272575627,-0.42280067119351916,3.410541605305884,1
1.0034627398329747,-0.11926692346478096,2.64680938176985,1
5.790825422155654,4.962831238310645,1.151282323467264,2
8.058618488926717,1.1840303441254796,6.513387947084067,0
3.270515891290076,4.072168176870939,0.9969690020260591,2
1.267641822416476,0.3925654495239257,3.047672237976762,1
9.732540114698876,1.1873366950412352,8.45938283069811,0
5.208947592100283,3.725197359020983,0.5612849233184258,2
8.813245818149369,-0.04676005640769221,8.801168996168393,0
10.844033295390462,1.8409159053200745,7.944287048706966,0
11.198864040082844,1.5278206329894757,8.400205223856839,0
5.937157724171448,3.8283538728100384,2.033006288888188,2
2.923629826982421,1.1850365108583294,2.6370008329299033,1
10.154411153506603,1.6973459766642796,9.965758394704407,0
-0.19312925900641878,-1.0748976284097385,3.2911441949834197,1
4.512453345690313,4.04059678504922,2.441759664705678,2
8.101270924683314,2.5010847401043312,7.623037238820769,0
9.590525491558532,2.1281146080535365,6.96459376697661,0
9.284476479350362,-0.30557992880781537,8.613129765046384,0
0.07875903332486024,0.9003284460840526,2.1699071282624445,1
5.998150666006078,3.4299411695414683,2.161443828853371,2
8.696454499256413,1.1800113569240924,7.434247886912672,0
3.247245001560953,5.749173709321351,2.2147791411320363,2
4.8884018420912545,5.182369546169389,0.19680151465127138,2
5.437400568145066,3.2775436441886248,0.5646780018098436,2
9.222656411220864,2.1666482178778512,8.169473775943503,0
-0.3199210505867819,-0.8236878614248464,3.2443970140611853,1
8.497709905234627,1.2505997334905177,7.876957351496255,0
0.5110234319283223,-1.0025789190519339,2.6750191097303366,1
5.510096471933219,2.090478948002441,3.0979092693615993,2
8.819280007530834,0.17020900072146927,7.0815688897334415,0
-1.3018243861670133,0.1707046176879618,3.4215993860553935,1
-0.89403768325688,-1.0177349876147055,2.9194302578526248,1
0.06913371675297048,1.764011865102132,4.124154120694312,1
3.2167035643021666,4.611646391178235,2.733374696042538,2
8.711636005247001,-0.21566783404977063,9.413614022269988,0
3.482116267329168,3.587290166280816,0.8298210448516463,2
4.902469752050013,4.181366736535803,0.8155724922321976,2
5.501578237728773,3.0320162509576702,2.272540788052188,2
5.351581062217323,3.982169182234094,3.594417856192467,2
9.203960878184528,-0.3194816107194316,7.876822537709241,0
3.8880664851505906,5.502581805449007,3.3564159295179,2
4.807897792260925,2.983584327106624,2.2235276023484514,2
4.294008078788801,3.3813705156337885,2.372473726532889,2
9.962087314031901,2.4316827372743592,6.76838004212852,0
4.885216076423188,2.662761880849415,0.7052519898281349,2
-1.537158516928687,0.06555763697324979,2.5445694867505555,1
0.3917118800640027,-0.7404732478197269,2.6082411264772523,1
9.12464372379045,1.3034812842512618,8.07867309164059,0
5.795378800259964,4.949169114143157,3.185882681602381,2
9.705988715429111,1.4506957153655455,9.140464019627082,0
8.7132165806277,1.4632574193092545,8.473934785739944,0
3.8386847916653366,5.612308649141416,0.4381775719679344,2
4.7574058370969095,1.660368267224515,2.1927621588426978,2
4.227981802831468,3.4588122073205656,0.978393366876031,2
5.320604455924119,3.5359605436585024,1.5868960951725009,2
5.363057497753622,4.95191328572346,2.9794390769805057,2
10.494903586022255,0.11699220494260687,8.752210674104337,0
